-6.032003164291381836e-01, 7.555360198020935059e-01, -9.705640077590942383e-01, 1.447755932807922363e+00, 1.499591946601867676e+00, 2.633658982813358307e-02, -1.429498076438903809e+00, 1.448007225990295410e+00, -4.329596180468797684e-03, 2.086854353547096252e-02
6.282719224691390991e-02, 4.922359883785247803e-01, 2.983698248863220215e-01, -3.175930976867675781e-01, 1.059162020683288574e+00, -2.540514230728149414e+00, -1.123149469494819641e-01, -1.448716163635253906e+00, 1.750363260507583618e-01, -8.740375638008117676e-01
2.982152998447418213e-01, 8.343207836151123047e-01, -2.163148075342178345e-01, -1.365674734115600586e+00, -1.242176890373229980e+00, 8.712842464447021484e-01, 3.508003056049346924e-01, -1.581947445869445801e+00, -1.085626006126403809e+00, -6.531578302383422852e-01
-1.436217784881591797e+00, -6.564090251922607422e-01, -2.930787801742553711e-01, -3.857306763529777527e-02, -2.610622406005859375e+00, -1.924818754196166992e-01, 6.683861613273620605e-01, -4.829547405242919922e-01, 6.455757021903991699e-01, -8.615905046463012695e-01
1.241872429847717285e+00, 4.632429778575897217e-01, 2.611034810543060303e-01, 6.978806853294372559e-01, -1.759101301431655884e-01, -2.997710406780242920e-01, 4.150591492652893066e-01, -7.880769968032836914e-01, 1.840298533439636230e+00, 7.251816987991333008e-01
7.554262876510620117e-01, -1.870535612106323242e+00, -5.473105907440185547e-01, 5.147432088851928711e-01, -2.436224669218063354e-01, -5.150860548019409180e-01, -2.856437563896179199e-01, 9.483373761177062988e-01, -7.893369793891906738e-01, -6.062355637550354004e-01
3.984826505184173584e-01, 1.073563694953918457e+00, 1.425715535879135132e-01, -5.719121694564819336e-01, -1.514864683151245117e+00, 2.845582067966461182e-01, 1.509832501411437988e+00, 4.817943274974822998e-01, -5.398184061050415039e-01, 3.230620920658111572e-01
-3.719902336597442627e-01, 1.641787141561508179e-01, 3.850984871387481689e-01, -8.076920360326766968e-02, -7.626146674156188965e-01, 9.715220928192138672e-01, 6.550583839416503906e-01, -2.401029914617538452e-01, -1.974057555198669434e-01, -2.664959132671356201e-01
-7.698538899421691895e-01, -5.696004033088684082e-01, 5.041618943214416504e-01, -6.461886763572692871e-01, -5.566548705101013184e-01, -1.056470632553100586e+00, -9.114162325859069824e-01, -3.161802887916564941e-01, -2.124265879392623901e-01, -4.375832676887512207e-01
-1.484663128852844238e+00, -1.675931811332702637e+00, -1.416718661785125732e-01, -1.705401420593261719e+00, 3.380447030067443848e-01, -1.331586122512817383e+00, 2.725648880004882812e-01, -1.908205866813659668e+00, -3.776800632476806641e-01, 1.020931363105773926e+00
-1.710417509078979492e+00, -5.012871026992797852e-01, 9.257841855287551880e-02, 5.784906744956970215e-01, -1.899471163749694824e+00, 6.364094614982604980e-01, 5.781167373061180115e-02, -1.155396461486816406e+00, -1.233698964118957520e+00, -1.003286719322204590e+00
