('Norm: ', 0.0)
('Norm: ', 0.06021550986213583)
('Norm: ', 0.06377249519240112)
('Norm: ', 0.28613386501326316)
('Norm: ', 0.15120125285168276)
('Norm: ', 0.31254505385768394)
('Norm: ', 0.25987336355597385)
('Norm: ', 0.47703808274885484)
('Norm: ', 0.31338697427670903)
('Norm: ', 0.49071220197302456)
('Norm: ', 0.35281553316899555)
('Norm: ', 0.0797990423232262)
('Norm: ', 0.3757827107023625)
('Norm: ', 1.761030328086925)
('Norm: ', 0.02429997330250387)
('Norm: ', 0.317241097161203)
('Norm: ', 1.1322594457726145)
('Norm: ', 2.559226004293336)
('Norm: ', 0.8512972551540847)
('Norm: ', 0.9935014925830492)
('Norm: ', 0.7666991295213159)
('Norm: ', 0.0)
('Norm: ', 0.08640315741935156)
('Norm: ', 0.06719104552009265)
('Norm: ', 0.15417716526735695)
('Norm: ', 0.1659010126217935)
('Norm: ', 0.05992425492398111)
('Norm: ', 0.09570722420434842)
('Norm: ', 0.30824213051426075)
('Norm: ', 0.8072593230099048)
('Norm: ', 0.34122903438616653)
('Norm: ', 0.5364860524839876)
('Norm: ', 0.5422650020373593)
('Norm: ', 0.47388802943788333)
('Norm: ', 0.3424671453065582)
('Norm: ', 0.7544093715572756)
('Norm: ', 0.40590364554353636)
('Norm: ', 0.5537851545937693)
('Norm: ', 0.09395609065952851)
('Norm: ', 1.0671061472073629)
('Norm: ', 0.4224675967734327)
('Norm: ', 0.7111131684695561)
('Norm: ', 0.0)
('Norm: ', 0.06787958559806881)
('Norm: ', 0.04508640077679895)
('Norm: ', 0.27542021917223025)
('Norm: ', 0.29096482573950266)
('Norm: ', 0.30374885754708203)
('Norm: ', 0.17336059610033527)
('Norm: ', 0.165049179941448)
('Norm: ', 0.4116994429226287)
('Norm: ', 0.23077318566642332)
('Norm: ', 0.4848651871638119)
('Norm: ', 0.07967440167254895)
('Norm: ', 0.07549332259046179)
('Norm: ', 0.05672268209263408)
('Norm: ', 1.289114944954399)
('Norm: ', 0.2851335931362886)
('Norm: ', 1.0962740189391924)
('Norm: ', 0.2070897875117952)
('Norm: ', 0.42085986766554584)
('Norm: ', 0.724406879376227)
('Norm: ', 0.9845644122813986)
('Norm: ', 0.0)
('Norm: ', 0.042770109657867976)
('Norm: ', 0.23610781797030525)
('Norm: ', 0.07462738984800783)
('Norm: ', 0.06949171933002526)
('Norm: ', 0.24132248074510568)
('Norm: ', 0.13935337798863343)
('Norm: ', 0.10698087371305247)
('Norm: ', 0.14657594693958906)
('Norm: ', 0.3502311383157394)
('Norm: ', 0.02284689209899916)
('Norm: ', 0.5198075763506158)
('Norm: ', 0.105850614746485)
('Norm: ', 0.6993143470915675)
('Norm: ', 0.26442638378343547)
('Norm: ', 0.7493001918843075)
('Norm: ', 0.23689049137312687)
('Norm: ', 0.15892553324125996)
('Norm: ', 0.3999342280721676)
('Norm: ', 0.8312831938638672)
('Norm: ', 0.21112397644807157)
('Norm: ', 0.0)
('Norm: ', 0.051095994586973156)
('Norm: ', 0.022386570150935464)
('Norm: ', 0.041084189056905335)
('Norm: ', 0.11311988207231884)
('Norm: ', 0.3316006103058553)
('Norm: ', 0.01083662232492877)
('Norm: ', 0.14763062942089497)
('Norm: ', 0.15344786543702865)
('Norm: ', 0.2458314181243003)
('Norm: ', 0.04010909237940312)
('Norm: ', 0.6488874489905655)
('Norm: ', 0.39682942337744365)
('Norm: ', 0.041867554277493245)
('Norm: ', 0.6191669353516032)
('Norm: ', 0.8173987196446012)
('Norm: ', 0.4019643340762322)
('Norm: ', 0.6281744803483404)
('Norm: ', 0.35403128161629477)
('Norm: ', 0.8308581169455967)
('Norm: ', 0.8188241007686186)
('Norm: ', 0.0)
('Norm: ', 0.08465336728098237)
('Norm: ', 0.0316240467995265)
('Norm: ', 0.1284146967836122)
('Norm: ', 0.22561770689105443)
('Norm: ', 0.03610282315781411)
('Norm: ', 0.2277652139443823)
('Norm: ', 0.40007488455776846)
('Norm: ', 0.4138595239611607)
('Norm: ', 0.49048658055481764)
('Norm: ', 0.13286882137751693)
('Norm: ', 0.5346531250551827)
('Norm: ', 0.5633745782299187)
('Norm: ', 0.3757867891551989)
('Norm: ', 1.0527416302232486)
('Norm: ', 0.15999926445522236)
('Norm: ', 0.3926169376516719)
('Norm: ', 0.23108588372272845)
('Norm: ', 0.6576862120948453)
('Norm: ', 0.7351628168729641)
('Norm: ', 0.9627738234281998)
('Norm: ', 0.0)
('Norm: ', 0.019927782971761288)
('Norm: ', 0.07863861952464732)
('Norm: ', 0.16446522465802882)
('Norm: ', 0.08544340415254315)
('Norm: ', 0.2516391772733368)
('Norm: ', 0.226355270719582)
('Norm: ', 0.21515250187688834)
('Norm: ', 0.3544436445208205)
('Norm: ', 0.8523580289099775)
('Norm: ', 0.07593323446468297)
('Norm: ', 0.6940991965265902)
('Norm: ', 0.11564413077060219)
('Norm: ', 0.9272516140633899)
('Norm: ', 0.26702807840457154)
('Norm: ', 0.14287540831145779)
('Norm: ', 0.7139170701512565)
('Norm: ', 0.11895000414158914)
('Norm: ', 0.6146031961853642)
('Norm: ', 0.6081699166904071)
('Norm: ', 0.6632701548610677)
('Norm: ', 0.0)
('Norm: ', 0.01532445216325003)
('Norm: ', 0.009287708623331918)
('Norm: ', 0.06554400907755402)
('Norm: ', 0.4427867394218695)
('Norm: ', 0.04173179908722661)
('Norm: ', 0.17897490568781657)
('Norm: ', 0.26616734578647605)
('Norm: ', 0.34264970289820873)
('Norm: ', 0.7682692454941877)
('Norm: ', 0.315814892936795)
('Norm: ', 0.15851804889853494)
('Norm: ', 0.26154840094619347)
('Norm: ', 1.2114569707925198)
('Norm: ', 0.7787196898596871)
('Norm: ', 0.8179764348188344)
('Norm: ', 2.99719916349665)
('Norm: ', 0.19207612750876832)
('Norm: ', 4.578893980295487)
('Norm: ', 0.9051907214934469)
('Norm: ', 0.4862176468358937)
('Norm: ', 0.0)
('Norm: ', 0.10432479469783866)
('Norm: ', 0.18259787886203022)
('Norm: ', 0.05562136019466022)
('Norm: ', 0.3304559033035499)
('Norm: ', 0.07884206054757512)
('Norm: ', 0.28637181641931475)
('Norm: ', 0.43389316890750806)
('Norm: ', 0.14047549501064385)
('Norm: ', 0.34118078481988307)
('Norm: ', 0.12811237634426134)
('Norm: ', 0.6296285138347857)
('Norm: ', 0.6426795724635653)
('Norm: ', 0.6465392895610627)
('Norm: ', 0.1812489627206568)
('Norm: ', 0.49393060272666994)
('Norm: ', 0.4865779697856899)
('Norm: ', 0.5083556989111041)
('Norm: ', 0.36921125432796287)
('Norm: ', 0.11201058162809233)
('Norm: ', 0.5973969554461411)
('Norm: ', 0.0)
('Norm: ', 0.014679971655106193)
('Norm: ', 0.27890472066194283)
('Norm: ', 0.12713328063235688)
('Norm: ', 0.060416925066370614)
