2.597534358501434326e-01, 1.414962887763977051e+00, -5.737962722778320312e-01, 9.552757143974304199e-01, 6.807377338409423828e-01, 1.348699212074279785e+00, 1.511658579111099243e-01, 1.130182981491088867e+00, -5.997439622879028320e-01, -5.618011355400085449e-01
8.533209562301635742e-01, -1.051109671592712402e+00, 8.503124713897705078e-01, 4.200364351272583008e-01, -6.209712028503417969e-01, -1.190363764762878418e+00, 5.472211837768554688e-01, 3.574370443820953369e-01, -1.069289922714233398e+00, -7.164704203605651855e-01
-1.737683415412902832e-01, 2.125909328460693359e-01, -2.049580775201320648e-02, -8.106815218925476074e-01, 9.090698957443237305e-01, 3.843532800674438477e-01, 7.450057268142700195e-01, -7.087826132774353027e-01, 1.228272438049316406e+00, -8.075683712959289551e-01
-4.059349596500396729e-01, -1.840519428253173828e+00, -9.073189496994018555e-01, 3.530830517411231995e-02, -1.134899735450744629e+00, -1.363239884376525879e+00, 1.015356779098510742e-01, 6.059914231300354004e-01, -1.301100015640258789e+00, -1.273678302764892578e+00
1.153763890266418457e+00, 2.239086776971817017e-01, 6.984977051615715027e-03, 1.557999849319458008e+00, -2.184948921203613281e-01, -2.575133927166461945e-02, 8.964017033576965332e-01, 1.293995857238769531e+00, 1.229106545448303223e+00, -8.732485026121139526e-02
-9.274873733520507812e-01, 6.244491338729858398e-01, 5.709479451179504395e-01, -1.970433294773101807e-01, -7.396139502525329590e-01, 5.783420801162719727e-01, -1.125047683715820312e+00, -1.138269063085317612e-02, 6.828565001487731934e-01, -1.420307606458663940e-01
1.961479544639587402e+00, 2.566692829132080078e-01, 1.918356567621231079e-01, -1.095906734466552734e+00, 1.097366511821746826e-01, -1.998122215270996094e+00, -1.605523824691772461e+00, -1.103289127349853516e+00, -3.796231746673583984e-01, 3.026091456413269043e-01
-2.670406997203826904e-01, 1.492383003234863281e+00, -1.498419404029846191e+00, -5.065489411354064941e-01, -4.787513017654418945e-01, 8.678109049797058105e-01, 7.662566304206848145e-01, 4.654062092304229736e-01, 1.022145509719848633e+00, -1.086137294769287109e+00
3.354699909687042236e-01, 7.663455326110124588e-03, 4.235222935676574707e-01, -6.788929551839828491e-02, 1.101226091384887695e+00, -2.569352686405181885e-01, 5.610521435737609863e-01, 5.539491772651672363e-01, -2.806715965270996094e-01, 1.973400354385375977e+00
-3.449695110321044922e-01, -7.763085365295410156e-01, 2.004933357238769531e+00, -9.406569004058837891e-01, 7.736068964004516602e-01, -2.808014154434204102e-01, 1.557871460914611816e+00, 1.017085433006286621e+00, -8.218887448310852051e-01, -9.002242088317871094e-01
